smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"CC[C@H](NC(=O)NCc1c(C)noc1C)c1ccc(OC)cc1
",3.25054,0.843359168866,2.5712750554316544,CC[C@H](NC(=O)NCc1c(C)noc1C)c1ccc(OC)cc1,C([C@@H](c1ccc(OC)cc1)NC(NCc1c(onc1C)C)=O)C,O(c1ccc(cc1)[C@H](CC)NC(=O)NCc1c(onc1C)C)C,CCC(NC(=O)NCc1c(C)noc1C)c1ccc(OC)cc1,CC[C@H](NC(=O)NCC1=C(C)ON=C1C)C1=CC=C(OC)C=C1,[CH3][CH2][C@H]([NH][C](=[O])[NH][CH2][c]1[c]([CH3])[n][o][c]1[CH3])[c]1[cH][cH][c]([O][CH3])[cH][cH]1,CC[C@H]NC=ONCc1cCnoc1Cc1cccOCcc1,CC[C@H](NC(=O)NCc1c(C)noc1C)c1ccc(OC)cc1
"CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O
",3.3846199999999995,0.7174040059739999,2.6027856843371784,CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O,c1cc2c(cc1NC(c1[nH]c(c(c1CC)C(=O)C)C)=O)NC(=O)CS2,N1c2cc(ccc2SCC1=O)NC(=O)c1[nH]c(C)c(C(=O)C)c1CC,CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O,CCC1=C(C(=O)NC2=CC=C3SCC(=O)NC3=C2)NC(C)=C1C(C)=O,[CH3][CH2][c]1[c]([C](=[O])[NH][c]2[cH][cH][c]3[c]([cH]2)[NH][C](=[O])[CH2][S]3)[nH][c]([CH3])[c]1[C]([CH3])=[O],CCc1cC=ONc2ccc3cc2NC=OCS3[nH]cCc1CC=O,CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O
"CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1
",1.4206,0.670538041677,2.4905308106073,CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1,n12c(=O)/c(sc2ncn1)=C/c1ccc(cc1)SC,c1(ccc(SC)cc1)/C=c1\sc2ncnn2c1=O,CSc1ccc(C=c2sc3ncnn3c2=O)cc1,CSC1=CC=C(/C=C2\SC3=NC=NN3C2=O)C=C1,[CH3][S][c]1[cH][cH][c](/[CH]=[c]2\[s][c]3[n][cH][n][n]3[c]2=[O])[cH][cH]1,CSc1ccc/C=c2\sc3ncnn3c2=Occ1,CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1
"COc1ccc(C(=O)/C=C(\C)Nc2ccc(F)cc2F)cc1
",4.172,0.6392706496980001,1.9967132689143727,COc1ccc(C(=O)/C=C(\C)Nc2ccc(F)cc2F)cc1,C/C(Nc1ccc(F)cc1F)=C\C(c1ccc(cc1)OC)=O,c1c(F)ccc(c1F)N/C(=C/C(=O)c1ccc(OC)cc1)C,COc1ccc(C(=O)C=C(C)Nc2ccc(F)cc2F)cc1,COC1=CC=C(C(=O)/C=C(\C)NC2=CC=C(F)C=C2F)C=C1,[CH3][O][c]1[cH][cH][c]([C](=[O])/[CH]=[C](\[CH3])[NH][c]2[cH][cH][c]([F])[cH][c]2[F])[cH][cH]1,COc1cccC=O/C=C\CNc2cccFcc2Fcc1,COc1ccc(C(=O)/C=C(\C)Nc2ccc(F)cc2F)cc1
"O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1
",3.9674,0.8225512208210001,3.454757993899189,O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1,[C@@H]1([C@@H](CCC1)Cc1ccccc1)NC(C=C1CCSCC1)=O,c1cccc(C[C@H]2[C@H](NC(=O)C=C3CCSCC3)CCC2)c1,O=C(C=C1CCSCC1)NC1CCCC1Cc1ccccc1,O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1CC1=CC=CC=C1,[O]=[C]([CH]=[C]1[CH2][CH2][S][CH2][CH2]1)[NH][C@@H]1[CH2][CH2][CH2][C@H]1[CH2][c]1[cH][cH][cH][cH][cH]1,O=CC=C1CCSCC1N[C@@H]1CCC[C@H]1Cc1ccccc1,O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1
"C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1
",2.376,0.839031406077,3.3937055304603563,C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1,C1CN(C([C@H](Sc2[nH]nc(n2)/C=C/c2sccc2)C)=O)CCO1,c1c(/C=C/c2n[nH]c(n2)S[C@H](C)C(=O)N2CCOCC2)scc1,CC(Sc1nc(C=Cc2cccs2)n[nH]1)C(=O)N1CCOCC1,C[C@@H](SC1=NC(/C=C/C2=CC=CS2)=NN1)C(=O)N1CCOCC1,[CH3][C@@H]([S][c]1[n][c](/[CH]=[CH]/[c]2[cH][cH][cH][s]2)[n][nH]1)[C](=[O])[N]1[CH2][CH2][O][CH2][CH2]1,C[C@@H]Sc1nc/C=C/c2cccs2n[nH]1C=ON1CCOCC1,C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1
"Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1
",3.00792,0.918305854719,2.6372812904977607,Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1,c1ccc(cc1C(=O)N[C@@H](C(=O)N1C[C@H](C)CCC1)C(C)C)C,c1c(cccc1C)C(=O)N[C@H](C(C)C)C(N1C[C@@H](CCC1)C)=O,Cc1cccc(C(=O)NC(C(=O)N2CCCC(C)C2)C(C)C)c1,CC1=CC=CC(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)=C1,[CH3][c]1[cH][cH][cH][c]([C](=[O])[NH][C@@H]([C](=[O])[N]2[CH2][CH2][CH2][C@@H]([CH3])[CH2]2)[CH]([CH3])[CH3])[cH]1,Cc1ccccC=ON[C@@H]C=ON2CCC[C@@H]CC2CCCc1,Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1
"COC(=O)[C@@H](C)Sc1nnc(Nc2cccc(Br)c2)s1
",3.6978,0.618511644336,2.696096888288817,COC(=O)[C@@H](C)Sc1nnc(Nc2cccc(Br)c2)s1,O=C([C@H](Sc1sc(nn1)Nc1cccc(c1)Br)C)OC,c1c(Br)cccc1Nc1sc(S[C@H](C)C(=O)OC)nn1,COC(=O)C(C)Sc1nnc(Nc2cccc(Br)c2)s1,COC(=O)[C@@H](C)SC1=NN=C(NC2=CC=CC(Br)=C2)S1,[CH3][O][C](=[O])[C@@H]([CH3])[S][c]1[n][n][c]([NH][c]2[cH][cH][cH][c]([Br])[cH]2)[s]1,COC=O[C@@H]CSc1nncNc2ccccBrc2s1,COC(=O)[C@@H](C)Sc1nnc(Nc2cccc(Br)c2)s1
"Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1
",1.15062,0.8876086519419999,3.3100109328180287,Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1,c1(ncc(nc1)C)C(Nc1ccc(cc1)N(C1CC[NH+](C)CC1)C)=O,O=C(Nc1ccc(cc1)N(C1CC[NH+](C)CC1)C)c1cnc(cn1)C,Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1,CC1=CN=C(C(=O)NC2=CC=C(N(C)C3CC[NH+](C)CC3)C=C2)C=N1,[CH3][c]1[cH][n][c]([C](=[O])[NH][c]2[cH][cH][c]([N]([CH3])[CH]3[CH2][CH2][NH+]([CH3])[CH2][CH2]3)[cH][cH]2)[cH][n]1,Cc1cncC=ONc2cccNCC3CC[NH+]CCC3cc2cn1,Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1
"CC(=O)Nc1nc2ccc(NC(=O)NCc3ccccc3)cc2s1
",3.5764,0.662075821299,1.8780187571672755,CC(=O)Nc1nc2ccc(NC(=O)NCc3ccccc3)cc2s1,c1c(NC(=O)NCc2ccccc2)cc2sc(nc2c1)NC(=O)C,c1(ccccc1)CNC(Nc1cc2c(cc1)nc(NC(=O)C)s2)=O,CC(=O)Nc1nc2ccc(NC(=O)NCc3ccccc3)cc2s1,CC(=O)NC1=NC2=CC=C(NC(=O)NCC3=CC=CC=C3)C=C2S1,[CH3][C](=[O])[NH][c]1[n][c]2[cH][cH][c]([NH][C](=[O])[NH][CH2][c]3[cH][cH][cH][cH][cH]3)[cH][c]2[s]1,CC=ONc1nc2cccNC=ONCc3ccccc3cc2s1,CC(=O)Nc1nc2ccc(NC(=O)NCc3ccccc3)cc2s1
"C=CCN1C(=O)/C(=C/c2ccccc2F)S/C1=N\S(=O)(=O)c1cccs1
",3.7344,0.542446475661,2.6830887096954843,C=CCN1C(=O)/C(=C/c2ccccc2F)S/C1=N\S(=O)(=O)c1cccs1,C1(/C(S/C(=N\S(c2cccs2)(=O)=O)N1CC=C)=C/c1ccccc1F)=O,O=S(c1sccc1)(=O)/N=C1\S/C(C(N1CC=C)=O)=C\c1c(F)cccc1,C=CCN1C(=O)C(=Cc2ccccc2F)SC1=NS(=O)(=O)c1cccs1,C=CCN1C(=O)/C(=C/C2=CC=CC=C2F)S/C1=N\S(=O)(=O)C1=CC=CS1,[CH2]=[CH][CH2][N]1[C](=[O])/[C](=[CH]/[c]2[cH][cH][cH][cH][c]2[F])[S]/[C]1=[N]\[S](=[O])(=[O])[c]1[cH][cH][cH][s]1,C=CCN1C=O/C=C/c2ccccc2FS/C1=N\S=O=Oc1cccs1,C=CCN1C(=O)/C(=C/c2ccccc2F)S/C1=N\S(=O)(=O)c1cccs1
"CC[C@H]1CC(=O)N(Cc2ccccc2C#CCCO)C1
",2.1790000000000003,0.8554081519560001,2.9658739270395404,CC[C@H]1CC(=O)N(Cc2ccccc2C#CCCO)C1,C(#Cc1c(CN2C(=O)C[C@@H](C2)CC)cccc1)CCO,C(C)[C@H]1CC(=O)N(C1)Cc1c(C#CCCO)cccc1,CCC1CC(=O)N(Cc2ccccc2C#CCCO)C1,CC[C@H]1CC(=O)N(CC2=CC=CC=C2C#CCCO)C1,[CH3][CH2][C@H]1[CH2][C](=[O])[N]([CH2][c]2[cH][cH][cH][cH][c]2[C]#[C][CH2][CH2][OH])[CH2]1,CC[C@H]1CC=ONCc2ccccc2C#CCCOC1,CC[C@H]1CC(=O)N(Cc2ccccc2C#CCCO)C1
"COc1ccc(F)cc1C(=O)Nc1nccs1
",2.5431,0.911192738757,1.865948312609788,COc1ccc(F)cc1C(=O)Nc1nccs1,Fc1ccc(OC)c(C(Nc2nccs2)=O)c1,c1(F)cc(c(OC)cc1)C(=O)Nc1sccn1,COc1ccc(F)cc1C(=O)Nc1nccs1,COC1=CC=C(F)C=C1C(=O)NC1=NC=CS1,[CH3][O][c]1[cH][cH][c]([F])[cH][c]1[C](=[O])[NH][c]1[n][cH][cH][s]1,COc1cccFcc1C=ONc1nccs1,COc1ccc(F)cc1C(=O)Nc1nccs1
"CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)c1ccccc1
",3.1253,0.8009812455609999,3.0274241456683395,CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)c1ccccc1,C([C@H](c1ccccc1)CC(=O)NC1(C(OC)=O)CCSCC1)C,C1SCCC(NC(C[C@H](CC)c2ccccc2)=O)(C(OC)=O)C1,CCC(CC(=O)NC1(C(=O)OC)CCSCC1)c1ccccc1,CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)C1=CC=CC=C1,[CH3][CH2][C@@H]([CH2][C](=[O])[NH][C]1([C](=[O])[O][CH3])[CH2][CH2][S][CH2][CH2]1)[c]1[cH][cH][cH][cH][cH]1,CC[C@@H]CC=ONC1C=OOCCCSCC1c1ccccc1,CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)c1ccccc1
"Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1
",4.25724,0.369017613332,2.1183055809397526,Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1,C(CCO)CCSc1n(c(c2c(n1)cccc2)=O)-c1c(C)ccc(c1)C,c1cc2c(cc1)c(n(-c1cc(ccc1C)C)c(n2)SCCCCCO)=O,Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1,CC1=CC=C(C)C(N2C(SCCCCCO)=NC3=CC=CC=C3C2=O)=C1,[CH3][c]1[cH][cH][c]([CH3])[c](-[n]2[c]([S][CH2][CH2][CH2][CH2][CH2][OH])[n][c]3[cH][cH][cH][cH][c]3[c]2=[O])[cH]1,Cc1cccCc-n2cSCCCCCOnc3ccccc3c2=Oc1,Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1
"CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1
",2.7306,0.7806285635369999,4.0442834910196765,CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1,CC[C@H]([C@@H]([NH3+])c1ccc(Cl)s1)C,c1c(Cl)sc([C@H]([NH3+])[C@H](C)CC)c1,CCC(C)C([NH3+])c1ccc(Cl)s1,CC[C@@H](C)[C@@H]([NH3+])C1=CC=C(Cl)S1,[CH3][CH2][C@@H]([CH3])[C@@H]([NH3+])[c]1[cH][cH][c]([Cl])[s]1,CC[C@@H]C[C@@H][NH3+]c1cccCls1,CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1
"COc1cccc([C@@H](C)[NH2+]CCOc2ncccc2Cl)c1
",2.447,0.7990748303440001,3.4582728451976816,COc1cccc([C@@H](C)[NH2+]CCOc2ncccc2Cl)c1,[C@H](c1cc(ccc1)OC)(C)[NH2+]CCOc1ncccc1Cl,c1c([C@@H](C)[NH2+]CCOc2ncccc2Cl)cccc1OC,COc1cccc(C(C)[NH2+]CCOc2ncccc2Cl)c1,COC1=CC=CC([C@@H](C)[NH2+]CCOC2=NC=CC=C2Cl)=C1,[CH3][O][c]1[cH][cH][cH][c]([C@@H]([CH3])[NH2+][CH2][CH2][O][c]2[n][cH][cH][cH][c]2[Cl])[cH]1,COc1cccc[C@@H]C[NH2+]CCOc2ncccc2Clc1,COc1cccc([C@@H](C)[NH2+]CCOc2ncccc2Cl)c1
"CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1
",3.36,0.823101572856,2.673980630154132,CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,C1CN(C(=O)NC2CCN(CC2)C(=O)OC(C)(C)C)[C@@H](CC1)CC,C1(CCN(C(OC(C)(C)C)=O)CC1)NC(N1CCCC[C@H]1CC)=O,CCC1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,[CH3][CH2][C@@H]1[CH2][CH2][CH2][CH2][N]1[C](=[O])[NH][CH]1[CH2][CH2][N]([C](=[O])[O][C]([CH3])([CH3])[CH3])[CH2][CH2]1,CC[C@@H]1CCCCN1C=ONC1CCNC=OOCCCCCC1,CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1
"CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1
",3.9602,0.779269837941,2.052870785010219,CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1,C1CN(c2ccc(cc2)CNC(=O)Nc2cccc(OCC)c2)CCS1,O(c1cccc(c1)NC(NCc1ccc(N2CCSCC2)cc1)=O)CC,CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1,CCOC1=CC=CC(NC(=O)NCC2=CC=C(N3CCSCC3)C=C2)=C1,[CH3][CH2][O][c]1[cH][cH][cH][c]([NH][C](=[O])[NH][CH2][c]2[cH][cH][c]([N]3[CH2][CH2][S][CH2][CH2]3)[cH][cH]2)[cH]1,CCOc1ccccNC=ONCc2cccN3CCSCC3cc2c1,CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1
"Cc1cccc(NC(=O)CN2CCN(c3ccc4c(c3)OCCO4)C2=O)n1
",2.04192,0.897040869424,2.3886366127255965,Cc1cccc(NC(=O)CN2CCN(c3ccc4c(c3)OCCO4)C2=O)n1,O=C(CN1C(N(CC1)c1cc2c(cc1)OCCO2)=O)Nc1cccc(n1)C,O=C1N(CC(=O)Nc2nc(ccc2)C)CCN1c1cc2c(cc1)OCCO2,Cc1cccc(NC(=O)CN2CCN(c3ccc4c(c3)OCCO4)C2=O)n1,CC1=CC=CC(NC(=O)CN2CCN(C3=CC=C4OCCOC4=C3)C2=O)=N1,[CH3][c]1[cH][cH][cH][c]([NH][C](=[O])[CH2][N]2[CH2][CH2][N]([c]3[cH][cH][c]4[c]([cH]3)[O][CH2][CH2][O]4)[C]2=[O])[n]1,Cc1ccccNC=OCN2CCNc3ccc4cc3OCCO4C2=On1,Cc1cccc(NC(=O)CN2CCN(c3ccc4c(c3)OCCO4)C2=O)n1
"C=C(C)C(=O)N[C@H](C)c1nc2ccccc2n1CCC(=O)N1CCCCCC1
",3.5823,0.757525043045,2.7698667986394714,C=C(C)C(=O)N[C@H](C)c1nc2ccccc2n1CCC(=O)N1CCCCCC1,N1(C(CCn2c([C@@H](C)NC(=O)C(=C)C)nc3ccccc23)=O)CCCCCC1,n1(c2c(cccc2)nc1[C@H](NC(=O)C(C)=C)C)CCC(N1CCCCCC1)=O,C=C(C)C(=O)NC(C)c1nc2ccccc2n1CCC(=O)N1CCCCCC1,C=C(C)C(=O)N[C@H](C)C1=NC2=CC=CC=C2N1CCC(=O)N1CCCCCC1,[CH2]=[C]([CH3])[C](=[O])[NH][C@H]([CH3])[c]1[n][c]2[cH][cH][cH][cH][c]2[n]1[CH2][CH2][C](=[O])[N]1[CH2][CH2][CH2][CH2][CH2][CH2]1,C=CCC=ON[C@H]Cc1nc2ccccc2n1CCC=ON1CCCCCC1,C=C(C)C(=O)N[C@H](C)c1nc2ccccc2n1CCC(=O)N1CCCCCC1
"CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1
",2.9976,0.740130387788,4.186773826234576,CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,C1C[NH+](C[C@H]1COCC)Cc1oc(-c2sc3ccccc3n2)cc1,c1c(oc(-c2sc3c(n2)cccc3)c1)C[NH+]1CC[C@@H](C1)COCC,CCOCC1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,CCOC[C@H]1CC[NH+](CC2=CC=C(C3=NC4=CC=CC=C4S3)O2)C1,[CH3][CH2][O][CH2][C@H]1[CH2][CH2][NH+]([CH2][c]2[cH][cH][c](-[c]3[n][c]4[cH][cH][cH][cH][c]4[s]3)[o]2)[CH2]1,CCOC[C@H]1CC[NH+]Cc2ccc-c3nc4ccccc4s3o2C1,CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1
"CCOC(=O)[C@]1(Cc2cccc(Cl)c2)CCCN(C(=O)c2ccnn2C)C1
",3.1017,0.72760148517,2.964957170409201,CCOC(=O)[C@]1(Cc2cccc(Cl)c2)CCCN(C(=O)c2ccnn2C)C1,c1c(C(=O)N2C[C@](Cc3cccc(c3)Cl)(C(OCC)=O)CCC2)n(nc1)C,c1c(Cl)cccc1C[C@]1(CCCN(C1)C(c1n(C)ncc1)=O)C(OCC)=O,CCOC(=O)C1(Cc2cccc(Cl)c2)CCCN(C(=O)c2ccnn2C)C1,CCOC(=O)[C@]1(CC2=CC=CC(Cl)=C2)CCCN(C(=O)C2=CC=NN2C)C1,[CH3][CH2][O][C](=[O])[C@]1([CH2][c]2[cH][cH][cH][c]([Cl])[cH]2)[CH2][CH2][CH2][N]([C](=[O])[c]2[cH][cH][n][n]2[CH3])[CH2]1,CCOC=O[C@]1Cc2ccccClc2CCCNC=Oc2ccnn2CC1,CCOC(=O)[C@]1(Cc2cccc(Cl)c2)CCCN(C(=O)c2ccnn2C)C1
"Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1
",0.12132,0.473266997774,3.9944283730300674,Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,[NH+]1(CCCC1)[C@H]1CCN(C1)C(=O)C(Nc1cc(ccc1C)[N+]([O-])=O)=O,c1(NC(=O)C(N2C[C@H](CC2)[NH+]2CCCC2)=O)cc(ccc1C)[N+](=O)[O-],Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CCC([NH+]2CCCC2)C1,CC1=CC=C([N+](=O)[O-])C=C1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,[CH3][c]1[cH][cH][c]([N+](=[O])[O-])[cH][c]1[NH][C](=[O])[C](=[O])[N]1[CH2][CH2][C@H]([NH+]2[CH2][CH2][CH2][CH2]2)[CH2]1,Cc1ccc[N+]=O[O-]cc1NC=OC=ON1CC[C@H][NH+]2CCCC2C1,Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1
"CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1
",2.681,0.6852256065860001,2.8548050365992315,CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1,C(NC(=O)N[C@H]1C[C@@H](CCC1)CC)CCOCC,C(COCC)CNC(N[C@H]1C[C@@H](CCC1)CC)=O,CCOCCCNC(=O)NC1CCCC(CC)C1,CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1,[CH3][CH2][O][CH2][CH2][CH2][NH][C](=[O])[NH][C@@H]1[CH2][CH2][CH2][C@@H]([CH2][CH3])[CH2]1,CCOCCCNC=ON[C@@H]1CCC[C@@H]CCC1,CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1
"O=C(Cc1cccc(F)c1F)Nc1cccc(Br)n1
",3.3035,0.86380775987,2.1544921946130504,O=C(Cc1cccc(F)c1F)Nc1cccc(Br)n1,c1cc(c(F)c(CC(Nc2cccc(n2)Br)=O)c1)F,c1(F)c(F)c(ccc1)CC(=O)Nc1nc(Br)ccc1,O=C(Cc1cccc(F)c1F)Nc1cccc(Br)n1,O=C(CC1=CC=CC(F)=C1F)NC1=CC=CC(Br)=N1,[O]=[C]([CH2][c]1[cH][cH][cH][c]([F])[c]1[F])[NH][c]1[cH][cH][cH][c]([Br])[n]1,O=CCc1ccccFc1FNc1ccccBrn1,O=C(Cc1cccc(F)c1F)Nc1cccc(Br)n1
"COc1ccccc1NC(=O)[C@@H]1CCCN(C(=O)Nc2cccs2)C1
",3.6393,0.852565842501,2.552227384019078,COc1ccccc1NC(=O)[C@@H]1CCCN(C(=O)Nc2cccs2)C1,O=C([C@H]1CN(C(=O)Nc2sccc2)CCC1)Nc1ccccc1OC,c1cccc(OC)c1NC([C@@H]1CCCN(C(=O)Nc2cccs2)C1)=O,COc1ccccc1NC(=O)C1CCCN(C(=O)Nc2cccs2)C1,COC1=CC=CC=C1NC(=O)[C@@H]1CCCN(C(=O)NC2=CC=CS2)C1,[CH3][O][c]1[cH][cH][cH][cH][c]1[NH][C](=[O])[C@@H]1[CH2][CH2][CH2][N]([C](=[O])[NH][c]2[cH][cH][cH][s]2)[CH2]1,COc1ccccc1NC=O[C@@H]1CCCNC=ONc2cccs2C1,COc1ccccc1NC(=O)[C@@H]1CCCN(C(=O)Nc2cccs2)C1
"C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1
",4.0377800000000015,0.734387437105,4.221271489337696,C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1,C1C[C@@]([C@@]2(C[C@H](CCC2)C)C#N)(C(C)(CC1)C)O,N#C[C@@]1(CCC[C@@H](C1)C)[C@]1(O)CCCCC1(C)C,CC1CCCC(C#N)(C2(O)CCCCC2(C)C)C1,C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1,[CH3][C@H]1[CH2][CH2][CH2][C@]([C]#[N])([C@]2([OH])[CH2][CH2][CH2][CH2][C]2([CH3])[CH3])[CH2]1,C[C@H]1CCC[C@]C#N[C@]2OCCCCC2CCC1,C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1
"O=C(NCc1ccc([N+]2=CCCC2)cc1)NC1(c2ccc(Cl)cc2)CC1
",4.3371,0.725853331427,2.971586412540584,O=C(NCc1ccc([N+]2=CCCC2)cc1)NC1(c2ccc(Cl)cc2)CC1,C1CC1(NC(=O)NCc1ccc(cc1)[N+]1=CCCC1)c1ccc(Cl)cc1,c1c(Cl)ccc(c1)C1(NC(=O)NCc2ccc([N+]3=CCCC3)cc2)CC1,O=C(NCc1ccc([N+]2=CCCC2)cc1)NC1(c2ccc(Cl)cc2)CC1,O=C(NCC1=CC=C([N+]2=CCCC2)C=C1)NC1(C2=CC=C(Cl)C=C2)CC1,[O]=[C]([NH][CH2][c]1[cH][cH][c]([N+]2=[CH][CH2][CH2][CH2]2)[cH][cH]1)[NH][C]1([c]2[cH][cH][c]([Cl])[cH][cH]2)[CH2][CH2]1,O=CNCc1ccc[N+]2=CCCC2cc1NC1c2cccClcc2CC1,O=C(NCc1ccc([N+]2=CCCC2)cc1)NC1(c2ccc(Cl)cc2)CC1
"CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1
",0.85362,0.850648366707,4.214481257391943,CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1,C1C[C@H](C[NH+](C1)Cc1ncccc1C)NC(CCC)=O,c1cc(c(C[NH+]2CCC[C@@H](NC(CCC)=O)C2)nc1)C,CCCC(=O)NC1CCC[NH+](Cc2ncccc2C)C1,CCCC(=O)N[C@@H]1CCC[NH+](CC2=NC=CC=C2C)C1,[CH3][CH2][CH2][C](=[O])[NH][C@@H]1[CH2][CH2][CH2][NH+]([CH2][c]2[n][cH][cH][cH][c]2[CH3])[CH2]1,CCCC=ON[C@@H]1CCC[NH+]Cc2ncccc2CC1,CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1
"O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1
",4.1396,0.86883167301,2.1765408966060136,O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1,Clc1cccc(c1)C1(C(NCc2sccc2)=O)CCC1,c1c(C2(C(NCc3sccc3)=O)CCC2)cc(cc1)Cl,O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1,O=C(NCC1=CC=CS1)C1(C2=CC=CC(Cl)=C2)CCC1,[O]=[C]([NH][CH2][c]1[cH][cH][cH][s]1)[C]1([c]2[cH][cH][cH][c]([Cl])[cH]2)[CH2][CH2][CH2]1,O=CNCc1cccs1C1c2ccccClc2CCC1,O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1
